segmented_commentText,Label
"رب نا ي حرق ك ب غاز يا زبال ه يا رم ه يا وسخ ه انتى ب تعرفى اي ه عن ال احترام عشان ت كلمى عن ه رب نا ي اخد ك على اهون سبب يا رخيص ه يا كلب ه ال شوارع
",P
"رب نا ي ستر ها على ولاي نا
",N
"ربنا ي لعنك ي اشرررررم
",P
"رب نا ي هدك و ي هدو يا شيخ ه
",N
"رب نا ي هدي
",N
"رب نا ي هدي كم
",N
"رب نا ي هديكى يارب
",N
"رب نا ي هدي ها . . دى حت تشوى شوى انما اي ه نااار جامد يوم ما ت موت 👻
",N
"ربى حفظ ك من حاقد ين حاسديك كظوم تي
",N
"ربى سبحان ه اعط ا ل كل روح فجور ها و تقوا ها و هذى ال اشكال موجود ه فى كل ال عالم
",N
"ربى صادفنى ب صباح ال ﻻمى اﻻ اضرب ال نعال على حلك ه
",P
"ربى مآ سخ ها
",P
"ربى ي حفظ ها . - - - -
",N
"ربى ي ستر كل ولايانا و نشا الله تلاقى لي فهم ك قبل فوات ال اوان
",N
"ربى ي شفي ك ياااااااااا احلام و الله ان ت صعبا ن ا علي ا . . .
",N
"ربى ي لعن كل قذر مثل ك
",P
"ربى ي هدي ها . . .
",N
"ربى ي هدي ها . . . لا ملك ال ا الله سبحان ه و تعالى راها ت كفر يا اعوذ ب الله . . ال شهر ه و دب ال مال و ال دنيا و اش بدير . . . ربى ي لطف بين ا * * * * * حسب نا الله و نعم ال وكيل في هم . . نهبو اموال ال شعب فى برنامج تاف ه و منحط ي شجع ال شباب على ال انحلال ال خلقى و ال رذيل ه . . . باى وجه راح ي قابل و رب ال عالم ين يوم ال قيام ه . . . زعم ا آم ه سيد نا محمد خير آم ه اخرج ت ل ناس ؟ ! نحن ام ه ال اسلام . اذا ابتغي نا ال عز ه فى غير ه ذلل نا غنا هم ما عندو حتى معنى كل واحد ما ل قاش حرف ه ي جمع ب ها ال مال راح ي غنى هذه مهزل ه اصوات هم ك ال حمير لجن ه ال مهابيل و ال شعب ضايع يا حليل . يا ري ت ن عاود و ن رجع و ل دين نا و تركز ال دول ه خاص ه على ال شباب حتى ي نهض وا ب ال ام ه ف اكثر اموال تسير فى تفاه ات بينما هناك من ي موت كل يوم من اجل ال حاج ه ل ل علاج مثل ا . اللهم اصلح حال نا و اهدي هم و مثال برنامج ذا فويس ل ل اطفال . . . . . . ت قول احدى ال مربي ات ال فاضل ات : كن ت دائم ا اسال اطفالى ب ال مدرس ه ماذا س ي صبح ون عندما ي كبر ون و كن ت اسعد ب اجاب ات هم ال رائع ه ف بعض هم ي ريد ان ي صبح طبيب و ال آخر مهندس و هذا مخترع ذاك طيار . . اما ال يوم ف اتفاجاباجابات هم ف ال كل ي ريد ان ي لتقى ب نانسى و كاظم و ي شترك 👹ببرنامج ذافويس 👹ل ي صبح مغني ا و اقول ان ه برنامج ذا سياس ه خبيث ه 👹 ممول بايد خبيث ه هدف ها ال قضاء على ماتبقى ل نا من امل . . . . . . ب الله علي كم . . . . . . . هل كلم ات ال حب و ال هيام ت ليق ب اطفال ب عمر ال زهور و خاص ه ان هم فى عمر تشكيل ال قدو ات و تنمي ه ال اخلاق هل ي حتاج وطن نا ل هذا ال كم ال هائل من ال مطرب ين و ال مطرب ات هو عبث خبيث ممنهج ب طفول ت هم ال بريئ ه . . هم ي دس ون ال سم ب ال عسل . . كل هؤلاء ال مطرب ين و ال مطرب ات . . ماذا سيساهم ون فى نهض ه ال مجتمع - ان ما ي نفق فى لا ي نفع اكثر م ما ي نفق فى ال نفع لا ن ريد هذه ال برامج ال حرام حرام نحن من خلق الله و هو ي عرف ما ي صلح ل نا و ما ي فسد نا لان ه هو من خلق نا و امر نا ب عباد ت ه لا ب معصي ت ه و سماع ال غناء و ال مجون و ال فسق هذه وسيل ه من وسائل ال ال هاء - لو ان هذه ال اموال ت ذهب ل ل فقراء و ال معوز ين او تخصص فى ال بحث ال علمى او بناء ال مستشفي ات كان افضل او على ال نشاط ال فنى ال مدرسى ل كان وا انشؤ ا جيل ا ذهبي ا . طبع ا و ال ميزاني ه لازم ت خصص ل حفظ ال قران اكيد مادابي نا ي رجع و ه ل توحيد ال قرآن هذى ي سم و ها سياس ه ال دول ه ال رشيد ه ربى لا ت ؤاخذ نا ب ما فعل ال سفهاء منا . لكن شتان بين ال ثرى و ال ثري ا . . . مافائد ه هذه ال برامج ان شاء الله نتهناو من ال شطيح و دراهم رايح ه فى ال ريح ال حان و دواب ف وتكس   ستار ال عار صم ب كم عمى لا ي فقه ون ’ لو كان ال قرار ب يدى ن وقف كل ال قنوات ال تافه ه من ال بث شخصي ا ل ااتابع هت ه ال برامج ال تافه ه و ل ااتابع اصل ا ال قنوات قنوات ال عار و ال حثال ه و ال زبال ه ف ل ي ذهب وا الى مزبل ه ال تاريخ تفو ه قنوات ال صرف ال صحى ي نشر ون ال فسق و ال رذيل ه و ب حارب ون ال سن ه ال كفن ليس ب ه جيوب و ال شهر ه لا ت نفع فى ظلام و ضيق ال قبر افطنو
",N
"ربى ي هدي ها و ي هدي نا
",N
"ربى ي وفق كم تم عاش ت ايادي كم
",N
"ربي ن ا ي قدر و على قتل اطفال سوريا و مشايخ ها و نس ون ها و عزال ها ي اسقط ا
",P
"رجاء لا ت قول عراقي هذا ما ي مثل ال عراق
",N
"رجاء ل يش ت كتب عراقى و الله حرام
",N
"رجاء ا ل ت نسب هيج حيوان و منحط ل ل عراق .
",P
"رجاء ا هذا ( ال شاذ ) لا ي مثل ال عراقي ين
",P
"رجاااال ال مصري ين اعط و ها ب ازبال ه
",P
"رجال ال خليج ي حب ون ال لواط و ال ان نساء ال خليج احلام she lesbian عالم عالم ال عاهر ين و ال عاهر ات
",P
"رجال مصرو الله رجاااااال و نعم في هم رفعو راس نا و خوف ال شيع ه منا👍 .
",N
"رجال ل ك ي عرف او ماي عرف عن ماضيكى واضح ت قولى شريف ه ال حين طلع ت ال نفسي ات ف ي كى ت قولى عند ك سوابق و ي ن ال شرف اتوقع تاخذى رجال كفو ي نضف ك صح . عن اوربا لو انك اوسخ ال بشر انتى ترا ماتهمينا ف اجمل منك على وساخت ك ترا كثير اجانب ال خلجان تاج راسك ي اوسخ ه ماضيكى و سخ . عن احلام ترا حتى لو اساؤ ه ل ها ف ناس تحب ها و ت را ها مستور ه ت تستر مات تفسخ ماتنزل بوس ظهر و غير و و غير و . ل يش ال ناس مايشف ون ك ن نظيف ه مع مقاطع و ال كلام و ين ي شجع ون ك ب الله ت تكلمى ان ت رجال ل ك ب ال سعود ين ت را هم تاج راسك و راس ها ف ه ه خر و غير كد ا خلي ها ت ستر نفس ها ال بوس ال ظهر ت نزل ها على مواقع ت قول ماهمنى ناس نزل و ها و حاقد ين على و ين حاقد ين انتم في كم بلاء ماتحتفظ و على عرض كم مابقى شى مانزل تو عن حيا ت كم بقى ن سوى ل كم ف لم ت ركى ب 100 جزء ال ترك ين افضل ب تميز كمان ترا ف ملايين ي سو ها ماتجى علي كى مو فاضين ل ااشكاللك لو تاكل ين ضلوع ه نحن ا عند نا رجال ب معنى ال كلم ه في هم رجول ه مايرض ون ي لى ت سوو ون ه حيا ت كم ل اتدخل ون ها مع فانز ات و لا مع ال عالم خلي ها ب بالل ك ترا ماراح ن ستفيد شى و لا ي خرك في نا شى ال سعود ين رجال بن ات نا فخر بن ات نا فخر رجال نا ي شد ون ال ظهر ماي حتاج كلام كم ف زبال ه ماحرك شعب ال سعودى و لا شعر ه ي اجبل ماتهز ك ريح معلوم ه وصل ت 😒👌
",P
"رجع و ها ل حديق ه ال حيوان ات ال غوريل ا
",P
"رجلج ماعند ه رجول ه و لاغير ه
",P
"رجل ه اكيد شارب نفط من تزوجه ه
",N
"رجلي ها معصعص ه ههههههههههههههههه ه
",P
"رح ازوع
",N
"رح اغير اسمى ! ! ! ي لعن عرض ك ي زم ضرورى ت سمى حال ك سار ه 😭😭😭
",P
"رحم الله من قال اذا ات ت ك شتيم ه من ناقص ف تلك دليل على كمال ك😍 ال ذباب ه ت قول ل ل فيل انت حجم ك صغير وان ا اللى زيد ت حجم ك خخخخخخخ😂😂😂😂
",N
"رحوى ن تاكي
",P
"رخستى ي ال لبغل ه و ركب و ك بنى عداس و الى ي رضى ال سب ي رضى ال زب كيف ا ه ذلك ربى ي اقحب ه
",P
"رخص و الله
",N
"رخم ه جد ا ل طيف ه و مبحبش صوت ها ابد ا ابد ا ي عنى ن حب سمير ه سعيد عن ها و انا ب كيت ع موت ال رئيس صدام حسين طبع ا الله ي رحم ه يارب
",P
"رخيس ه روحى تقودى راغب علام ه احسن منك
",P
"رخيس ه روحى تقودى راغب علام ه احسن منك
",P
"رخيص ه
",P
"رررهيب ه حلوم ه😂😂
",N
"رسالع الى ال حيوان ه رغد ه عندما ت تحدث ين عن ال كويت تسد ين حلجج ب خرا ال كويت تاج على راس اشكالج
",P
"رسال ه من عراقى . . ت حي ه ل ل فنان ال كويتى الى طلع ب فيديو رقم 3 كلام ه على ال راس و وقوف ه مع جيش ه ضد احتلال هدام ل دول ه ال كويت ي عبر عن غير ت ه عل ه بلد ه اما ب خصوص كاظم برايى هو ه ي تصنع و ال دليل ابد ما اجه ل ل عراق و زار ه و بس كلام ي كول ه عالشاش ات و ما دعم بلد ه بشى مفيد و ل ل ملاحظ ه كاظم بعث ي
",N
"رغد ف نان ه كبير ه وقف ت مع ال شعوب ال عربي ه ال اصيل ه ضد ال امريكان و ال اسرائيلى . .
",N
"رغد ه بطل ه .
",N
"رغد ه انسان ه صريح ه جد ا و مواقف ها مواقف انسان عاقل ل اتمثل و لا ت جرى وراء عواطف جياش ه , فعل ا ال ثور ات الى صار ت ب ال بلاد ال عربي ه لم ت جلب ل نا ال ا ال دمار و ال خراب و ال قتل و ال عراق كان اول بلد مع ال علم لم ت حصل ب ه ثور ه و انما جاء ال امريكان اسقط وا ال حكم ف ظهر ت فى ال عراق ملل و طوائف ت تقاتل في ما بين ها ل ل وصول الى ال سلط ه ف ذهب ال كثير ضحي ه ذلك , كان لا بد ل ل عرب ان ي ستفيد و من تجرب ه ال عراق و لكن هيهات ال طمع ي عمى ال عيون . قام ت ثور ات فى ل ي بيا و ال يمن و سوريا و غير ها من ال بلاد ال عربي ه مااسم و ه ب ( ال ربيع ال عربى ) كان ت نتيج ت ها ال قتل و ال خراب ال دمار و تهجير ال عوائل و ال كثير ال كثير من ال ويل ات و ال مصائب اشد ها ولاد ه داعش , هل هذا ربيع , ان ه ليل ان ه ظلام , تجرب ه ال ديمقراطي ه ل اتنجح فى ال بلاد ال عربي ه و مع ال عرب . . . . حاكم ديكتاتورى واحد و ال بلد ي عيش بامان افضل من انتفاض ه تجر ها مئ ه جه ه و ال شعب ي ذبح و ي قتل , ,
",N
"رغد ه انسان ه وطن ي ه شريف ه لم تبع وطن ها و قومي ت ها من اجل حفن ه من ال نقود مثل غير ها تعجبنى وطني ت ها و نخو ت ها سوريا راح ت ظل حر ه مستقل ه رغم انف اعراب ال خليج و ذيول هم من ال مرتزق ه و بائعى ال ضمير
",P
"رغد ه ست عظيم ه
",N
"رغد ه فنان ه ت عشق بلد ها ت حي ه ل سوري ه ال اسد
",N
